Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Addey K.A.","57209400120;","The cost of partners’ genetically modified organisms regulatory index on U.S. corn and soybean exports",2021,"Food and Energy Security","10","1","e265","","",,8,"10.1002/fes3.265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096827504&doi=10.1002%2ffes3.265&partnerID=40&md5=ffb643ab5833ec5b23ede7d998bf7544","agriculture; corn; genetically modified organisms regulatory index; mixed-effects model; soybean; trade costs",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85096827504
"Wu F., Wang Y., Liu Y., Liu Y., Zhang Y.","57189375819;59853129200;56383915700;57203675219;58875675200;","Simulated responses of global rice trade to variations in yield under climate change: Evidence from main rice-producing countries",2021,"Journal of Cleaner Production","281",,"124690","","",,37,"10.1016/j.jclepro.2020.124690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093979032&doi=10.1016%2fj.jclepro.2020.124690&partnerID=40&md5=42f6bc2314599f5a8f88a67eb4b8f763","1.5 °C scenario; Food security; Global trade pattern; GTAP model; meta-Analysis; Rice yield","Climate models; Commerce; Food supply; Climate change scenarios; Domestic prices; Food security; Import and exports; Meta analysis; Policy recommendations; Rice production; Simulated response; Climate change",Article,"Final","",Scopus,2-s2.0-85093979032
"Ankrah D.A., Agyei-Holmes A., Boakye A.A.","37074065100;57189891936;40661042300;","Ghana's rice value chain resilience in the context of COVID-19",2021,"Social Sciences and Humanities Open","4","1","100210","","",,23,"10.1016/j.ssaho.2021.100210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131715527&doi=10.1016%2fj.ssaho.2021.100210&partnerID=40&md5=aff2c01395391824b174e785f4fc72fd","Agri-food system; COVID-19; Food security; Food systems; Ghana; Rice; West Africa",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85131715527
"Zhao F., Sun P., Zhang J.","57212611490;57221308194;57218507626;","Modeling the Grain Import Trade: A Cointegration Analysis of China's Panel Data",2021,"Discrete Dynamics in Nature and Society","2021",,"3673282","","",,7,"10.1155/2021/3673282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118986751&doi=10.1155%2f2021%2f3673282&partnerID=40&md5=91fe115531e493f9977946dac842d828",,,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85118986751
"Almas L.K., Usman M.","57204205465;58717422000;","Determinants of wheat consumption, irrigated agriculture, and food security challenges in egypt",2021,"WSEAS Transactions on Environment and Development","17",,,"696","712",,10,"10.37394/232015.2021.17.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111291791&doi=10.37394%2f232015.2021.17.67&partnerID=40&md5=41e34ead1bf6fb824c46fa6ea089832c","Autoregressive Distributed Lag (ARDL) Model; Bio-saline Agriculture; Cross Price Elasticity; Egypt; Food Security; Income Elasticity; Own Price Elasticity; Wheat Demand Determinants; Wheat Production Gap",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85111291791
"Zhai R., Tao F., Lall U., Elliott J.","57206366358;55843124400;7007127326;55422916100;","Africa Would Need to Import More Maize in the Future Even Under 1.5°C Warming Scenario",2021,"Earth's Future","9","1","e2020EF001574","","",,17,"10.1029/2020EF001574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099993095&doi=10.1029%2f2020EF001574&partnerID=40&md5=8bc349e0aea8091fc3ab89ac3cba7cdb","agricultural production; climate change; food security; hunger; population; shared socioeconomic pathway","adaptive management; climate change; crop production; crop yield; food security; food selection; future prospect; global warming; maize; strategic approach; temperature effect; Africa",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85099993095
"Falkendal T., Otto C., Schewe J., Jägermeyr J., Konar M., Kummu M., Watkins B., Puma M.J.","57194546227;35100816100;23487007900;35179843900;36623797700;14050683600;57223325255;8414341100;","Grain export restrictions during COVID-19 risk food insecurity in many low- and middle-income countries",2021,"Nature Food","2","1",,"11","14",,130,"10.1038/s43016-020-00211-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103732259&doi=10.1038%2fs43016-020-00211-7&partnerID=40&md5=dc0818feae5cbbdde474226c81714931",,"Africa; Argentina; Article; catering service; coronavirus disease 2019; food insecurity; food security; food shortage; human; maize; nonhuman; organization; Pakistan; population research; poverty; quarantine; rice; Ukraine; wheat; Acrididae; article; food; grain; middle income country; price; South Asia",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-85103732259
"Yu X., Luo H., Wang H., Feil J.-H.","35207571100;57217229551;57209338100;55821608200;","Climate change and agricultural trade in central Asia: evidence from Kazakhstan",2020,"Ecosystem Health and Sustainability","6","1","1766380","","",,31,"10.1080/20964129.2020.1766380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086849179&doi=10.1080%2f20964129.2020.1766380&partnerID=40&md5=24385a9f657ca1bcd1fdc476ea26af13","adaptation; cereal trade; Climate change; gravity model; Kazakhstan",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086849179
"Tanaka T., Guo J.","55727256500;56182757700;","How does the self-sufficiency rate affect international price volatility transmissions in the wheat sector? Evidence from wheat-exporting countries",2020,"Humanities and Social Sciences Communications","7","1","26","","",,20,"10.1057/s41599-020-0510-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089387891&doi=10.1057%2fs41599-020-0510-8&partnerID=40&md5=6ccd9884163659abbf569d82d5f608d6",,,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089387891
"Arifah Purnamasari S., Masyhuri, Handoyo Mulyo J., Jamhari","57219447463;57190936582;57193761320;57218833614;","Indonesian maize imports: A gravity approach",2020,"IOP Conference Series: Earth and Environmental Science","518","1","012021","","",,,"10.1088/1755-1315/518/1/012021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092784480&doi=10.1088%2f1755-1315%2f518%2f1%2f012021&partnerID=40&md5=07f0974017c4f8b8229532f622dfb7a0",,"Agriculture; Commerce; Food supply; Economic community; Independent variables; Maize production; Member countries; National Foods; Non-tariff barriers; Population growth; Trading partners; Population statistics",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85092784480
"Ragasa C., Andam K.S., Asante S.B., Amewu S.","36633069600;25640919700;57191616824;57205682012;","Can local products compete against imports in West Africa? Supply- and demand-side perspectives on chicken, rice, and tilapia in Ghana",2020,"Global Food Security","26",,"100448","","",,28,"10.1016/j.gfs.2020.100448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093113400&doi=10.1016%2fj.gfs.2020.100448&partnerID=40&md5=c81ec2588868c4ba3635b6cd22fd51b1","Consumer preferences; Food security; Import substitution; Local competitiveness; Product attributes; Quality competitiveness",,Article,"Final","",Scopus,2-s2.0-85093113400
"Sadiq M.S., Singh I.P., Ahmad M.M.","57214152226;57220925882;57223342255;","The Politics of Rice Production in Nigeria-Can Nigeria Become Net Exporter or Will Remained Net Importer?",2020,"Economic Affairs (New Delhi)","65","3",,"309","321",,,"10.46852/0424-2513.3.2020.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151023003&doi=10.46852%2f0424-2513.3.2020.1&partnerID=40&md5=2d7104d0804b98b37cfd9395aa629cc9","Forecast; Growth; Instability; Nigeria; Production; Rice",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85151023003
"Musch M.","57210274607;","The EU’s Position in the Trade-Food Security Nexus: Embedded Neoliberalism Reinforced",2020,"European Foreign Affairs Review","25","3",,"399","426",,,"10.54648/EERR2020030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129896300&doi=10.54648%2fEERR2020030&partnerID=40&md5=af9b020e3aa13486548daa91b52b3ebb","COVID-19; EU trade; food security; policy paradigms; world food crisis",,Article,"Final","",Scopus,2-s2.0-85129896300
"Arouna A., Soullier G., Mendez del Villar P., Demont M.","24278861700;57203261089;6507984384;35291924500;","Policy options for mitigating impacts of COVID-19 on domestic rice value chains and food security in West Africa",2020,"Global Food Security","26",,"100405","","",,74,"10.1016/j.gfs.2020.100405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087984521&doi=10.1016%2fj.gfs.2020.100405&partnerID=40&md5=82619915d6f305ca67450db4ae198320","Food policy; Food security; Foodborne zoonotic pathogens; Impact; Trade disruption; West Africa",,Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85087984521
"Li J., Liu W., Song Z.","57206965160;56244286200;55220246100;","Sustainability of the adjustment schemes in China's grain price support policy-An empirical analysis based on the partial equilibrium model of wheat",2020,"Sustainability (Switzerland)","12","16","6447","","",,21,"10.3390/su12166447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089916823&doi=10.3390%2fsu12166447&partnerID=40&md5=c7631a8fbfc86b222e840a891a6dbdb7","Partial equilibrium model; Policy adjustment; Sustainability; Wheat price","agricultural production; crop production; empirical analysis; food policy; food security; price dynamics; rice; stakeholder; subsidy system; sustainable development; wheat; China; Triticum aestivum",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85089916823
"Bren D'Amour C., Bren D'Amour C., Bren D'Amour C., Anderson W.","57188625365;57188625365;57188625365;55977166500;","International trade and the stability of food supplies in the Global South",2020,"Environmental Research Letters","15","7","074005","","",,36,"10.1088/1748-9326/ab832f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087328019&doi=10.1088%2f1748-9326%2fab832f&partnerID=40&md5=82c82765695573fc91a1a7752e910368","food imports; food security; food supply stability; food supply variability; food trade","Crops; International trade; Stability; Available water; Crop failures; Domestic production; Food stability; Land resources; Over reliance; Provide guidances; Supply disruption; Food supply; crop plant; food production; food supply; global perspective; global trade; Central Asia; Southern Africa; Triticum aestivum; Zea mays",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85087328019
"Soullier G., Demont M., Arouna A., Lançon F., Mendez del Villar P.","57203261089;35291924500;24278861700;55531403900;6507984384;","The state of rice value chain upgrading in West Africa",2020,"Global Food Security","25",,"100365","","",,78,"10.1016/j.gfs.2020.100365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082853340&doi=10.1016%2fj.gfs.2020.100365&partnerID=40&md5=ad9d9763a7e0a7a243d55bfd6332c465","Africa; Contract farming; Milling; Rice; Upgrading; Value chain",,Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85082853340
"Maitah K., Smutka L., Sahatqija J., Maitah M., Anh N.P.","57205713637;30567922800;57215056441;54684629900;57217259018;","Rice as a determinant of Vietnamese economic sustainability",2020,"Sustainability (Switzerland)","12","12","5123","","",,36,"10.3390/su12125123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086938652&doi=10.3390%2fsu12125123&partnerID=40&md5=41ae1e05841eb95c96f920496c1c594d","Agriculture; Foreign trade; Rice; Vietnam","agricultural land; crop production; crop yield; economic theory; employment; food security; Gross Domestic Product; rice; sustainability; Thailand; Viet Nam",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85086938652
"Araujo-Enciso S.R., Fellmann T.","57120207100;24831806300;","Yield Variability and Harvest Failures in Russia, Ukraine and Kazakhstan and Their Possible Impact on Food Security in the Middle East and North Africa",2020,"Journal of Agricultural Economics","71","2",,"493","516",,24,"10.1111/1477-9552.12367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076094749&doi=10.1111%2f1477-9552.12367&partnerID=40&md5=c18bb2c9a62279cce66fb5cf5dca1687","agricultural markets; food security; harvest failures; Yield variability","agricultural market; crop production; crop yield; export; food security; harvesting; stochasticity; wheat; Kazakhstan; Middle East; North Africa; Russian Federation; Ukraine; Triticum aestivum",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85076094749
"Kennedy P.L., Schmitz A., Van Kooten G.C.","24729063300;36004395200;7003706390;","The Role of Storage and Trade in Food Security",2020,"Journal of Agricultural and Food Industrial Organization","18","1","20190056","","",,2,"10.1515/jafio-2019-0056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075031890&doi=10.1515%2fjafio-2019-0056&partnerID=40&md5=467b5c4cec4fd7e03f74326b6b167e91","food availability; food policy; food security; food storage; price instability; price stabilization; welfare",,Review,"Final","",Scopus,2-s2.0-85075031890
"Heslin A., Puma M.J., Marchand P., Carr J.A., Dell'Angelo J., D'Odorico P., Gephart J.A., Kummu M., Porkka M., Rulli M.C., Seekell D.A., Suweis S., Tavoni A.","56533965100;8414341100;56704608500;36337804000;56203236600;7004259223;55811795300;14050683600;55308409200;6603788904;36671917300;36087945400;45561690000;","Simulating the Cascading Effects of an Extreme Agricultural Production Shock: Global Implications of a Contemporary US Dust Bowl Event",2020,"Frontiers in Sustainable Food Systems","4",,"26","","",,36,"10.3389/fsufs.2020.00026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083047386&doi=10.3389%2ffsufs.2020.00026&partnerID=40&md5=083612d02207cc04e7fea026104be11a","drought; extreme weather; food crisis; food security; food systems; international trade",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85083047386
"Madimu T.","57191840228;","Food Imports, Hunger and State Making in Zimbabwe, 2000–2009",2020,"Journal of Asian and African Studies","55","1",,"128","144",,9,"10.1177/0021909619868735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071503794&doi=10.1177%2f0021909619868735&partnerID=40&md5=a7374210256b8d69004fc1583553ee75","food imports; hunger; Movement for Democratic Change (MDC); state-making; Zimbabwe; Zimbabwe African National Union – Patriotic Front (ZANU PF)","food market; food security; food supply; hunger; maize; manufacturing; Zimbabwe; Zea mays",Article,"Final","",Scopus,2-s2.0-85071503794
"Xie C., Grant J.H., Boys K.A.","56518887500;13410169900;16302975900;","Do state-owned enterprises benefit more from China's cereal grain tariff-rate quota regime?",2019,"Canadian Journal of Agricultural Economics","67","4",,"397","416",,6,"10.1111/cjag.12213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076228890&doi=10.1111%2fcjag.12213&partnerID=40&md5=9300ca5ca1a1faa35c1e1f426ea71f98",,,Article,"Final","",Scopus,2-s2.0-85076228890
"Safii M., Wahyudi M., Solikhun, Zarlis M., Effendi S.","57222595203;57144449500;57211272339;46662076100;57193792516;","Food Self-sufficiency Decision Support Model Based on Provinces in Indonesia Using the Clustering Method",2019,"Journal of Physics: Conference Series","1255","1","012068","","",,,"10.1088/1742-6596/1255/1/012068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073255186&doi=10.1088%2f1742-6596%2f1255%2f1%2f012068&partnerID=40&md5=f9dac0721e2bc0c0b86311e9bb90d3db",,"Data mining; Decision making; Decision support systems; Food supply; International trade; K-means clustering; Affordable prices; Clustering methods; Decision support models; Increased productivity; International markets; Large population; Rice cultivation; Security and stability; National security",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85073255186
"Cho S., Lee Y.-W.","57339384700;37030925300;","Deep learning-based analysis of the relationships between climate change and crop yield in China",2019,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","42","3/W8",,"93","95",,9,"10.5194/isprs-archives-XLII-3-W8-93-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074258846&doi=10.5194%2fisprs-archives-XLII-3-W8-93-2019&partnerID=40&md5=438c12346e233533796b48b404174f66","Climate Change; Deep Learning; Food Security; Grain Yield; Rice Yield","Climate models; Crops; Deep learning; Deep neural networks; Disaster prevention; Disasters; Food supply; Grain (agricultural product); Linear regression; Food security; Grain yield; Meteorological observation; Multiple linear regressions; Prediction model; Rice yield; United states department of agricultures; Vegetation growth; Climate change",Conference Paper,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85074258846
"Jiang Z., Raghavan S.V., Hur J., Sun Y., Liong S.-Y., Nguyen V.Q., Van Pham Dang T.","57211499211;57208161645;55883107600;35202019000;7004569396;57203896079;57203902210;","Future changes in rice yields over the Mekong River Delta due to climate change—Alarming or alerting?",2019,"Theoretical and Applied Climatology","137","1-2",,"545","555",,21,"10.1007/s00704-018-2617-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053471452&doi=10.1007%2fs00704-018-2617-z&partnerID=40&md5=875befbf0ab55e9b6bf8bae6741208c1","Adaptation; Climate change; Crop productivity; Food security; Rice","adaptive management; climate change; crop production; crop yield; food security; rice; water resource; Mekong River",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85053471452
"Svanidze M., Götz L., Djuric I., Glauben T.","57209138618;37066033600;56333891300;57203537824;","Food security and the functioning of wheat markets in Eurasia: a comparative price transmission analysis for the countries of Central Asia and the South Caucasus",2019,"Food Security","11","3",,"733","752",,31,"10.1007/s12571-019-00933-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066636408&doi=10.1007%2fs12571-019-00933-y&partnerID=40&md5=4db8146e6c71716f79adeb1017a8d1e6","Central Asia; Food security; Price transmission; The South Caucasus; Transportation costs; Wheat market integration","agricultural market; food security; price dynamics; self sufficiency; transportation economics; wheat; Black Sea; Caucasus; Central Asia; Triticum aestivum",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85066636408
"Tawk S.T., Chedid M., Chalak A., Karam S., Hamadeh S.K.","57192124833;36992898200;24504470400;57198781066;6701431287;","Challenges and sustainability of wheat production in a Levantine breadbasket: The case of the West Bekaa, Lebanon",2019,"Journal of Agriculture, Food Systems, and Community Development","8","4",,"193","209",,9,"10.5304/jafscd.2019.084.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101915860&doi=10.5304%2fjafscd.2019.084.011&partnerID=40&md5=c0ecd0d26ed5fc30776be0731ce30a8f","Farming Systems; Lebanon; Levant; Subsidy; Sustainability; Wheat",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85101915860
"Kakar K., Xuan T.D., Haqani M.I., Rayee R., Wafa I.K., Abdiani S., Tran H.-D.","57208034396;7003473828;57222045571;57205124645;57208025084;35361548500;57202392125;","Current situation and sustainable development of rice cultivation and production in Afghanistan",2019,"Agriculture (Switzerland)","9","3","49","","",,35,"10.3390/agriculture9030049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063644006&doi=10.3390%2fagriculture9030049&partnerID=40&md5=ed6b8724c84f4506a87cc01425f9c407","Afghanistan; Cultivation; Grain quality; Poverty; Processing; Production; Rice; Sustainability",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85063644006
"Mottaleb K.A., Loladze A., Sonder K., Kruseman G., San Vicente F.","53664229100;55859761000;26531705200;57200546771;6506718119;","Threats of Tar Spot Complex disease of maize in the United States of America and its global consequences",2019,"Mitigation and Adaptation Strategies for Global Change","24","2",,"281","300",,35,"10.1007/s11027-018-9812-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046444290&doi=10.1007%2fs11027-018-9812-1&partnerID=40&md5=5ffe2d8b6d4eb47decae7b9a3a893030","Biotic stress; Climate change; Corn; Ex ante impact; Food security; Global impact; New plant diseases; Tar Spot Complex","biotic factor; climate change; crop production; crop yield; economic impact; environmental stress; food security; fungal disease; global perspective; maize; pathogen; poverty; starvation; yield response; Latin America; United States; Monographella; Phyllachora; Zea mays",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85046444290
"Lee S.-H., Mohtar R.H., Yoo S.-H.","56603384700;7003796680;16680241000;","Assessment of food trade impacts on water, food, and land security in the MENA region",2019,"Hydrology and Earth System Sciences","23","1",,"557","572",,41,"10.5194/hess-23-557-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060908108&doi=10.5194%2fhess-23-557-2019&partnerID=40&md5=86c5c68f6c4753785d7253caabff9bd3",,"Climate change; Economic and social effects; Food supply; Water resources; Eigenvector centralities; Food production; Irrigation waters; Middle East and North Africa; Resource management; Virtual water trade; Water - savings; Water security; Irrigation; agricultural trade; assessment method; climate change; eigenvalue; food; food production; food security; irrigation; self sufficiency; water; water management; water planning; Egypt; Middle East; North Africa; Hordeum; Triticum aestivum; Zea mays",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85060908108
"Kudryashova I.A., Kharlampenkov E.I., Kolevatova A.V.","57193134045;57197713328;57218269390;","The Role of Kuzbass in Ensuring Food Security",2019,"Smart Innovation, Systems and Technologies","139",,,"265","272",,,"10.1007/978-3-030-18553-4_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066900515&doi=10.1007%2f978-3-030-18553-4_34&partnerID=40&md5=6a26ae7b732fa6094459c3e1795ac3b0","Corn market; Corn production in Kuzbass; Trends and prospects of agriculture development in Kuzbass","Chemical contamination; Commerce; Food supply; Agricultural productions; Domestic markets; Export potential; Grain production; Innovative technology; Kuzbass; Mineral fertilizers; Statistical datas; Grain (agricultural product)",Conference Paper,"Final","",Scopus,2-s2.0-85066900515
"Yen B.T., Son N.H., Tung L.T., Amjath-Babu T.S., Sebastian L.","55965429400;57208389723;57208400865;24465033200;7004223357;","Development of a participatory approach for mapping climate risks and adaptive interventions (CS-MAP) in Vietnam's Mekong River Delta",2019,"Climate Risk Management","24",,,"59","70",,26,"10.1016/j.crm.2019.04.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064712586&doi=10.1016%2fj.crm.2019.04.004&partnerID=40&md5=4f89a53e1bc44784fe5c3ae8ff4bf540","Climate risk and adaptation; CS-MAP; Participatory mapping; Rice production; Vietnam",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85064712586
"Dellal I., Unuvar F.I.","6506761131;57217684739;","Effect of climate change on food supply of Turkey",2019,"Journal of Environmental Protection and Ecology","20","2",,"692","700",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082117456&partnerID=40&md5=a167431a296f22c99999b647f048ec11","Agriculture; Climate change; Food supply; Yield","climate change; climate effect; crop yield; food security; food supply; income; Turkey; Avena; Beta vulgaris subsp. vulgaris; Hordeum; Lens culinaris; Secale cereale; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-85082117456
"Chouchane H., Krol M.S., Hoekstra A.Y.","56472729000;16162365000;7007050344;","Expected increase in staple crop imports in water-scarce countries in 2050",2018,"Water Research X","1",,"100001","","",,28,"10.1016/j.wroa.2018.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061031448&doi=10.1016%2fj.wroa.2018.09.001&partnerID=40&md5=855b2574990790efe56cead2971b67b2","Food security; Global trade; Population growth; Staple crops; Water-scarcity","Crops; Food supply; International trade; Food security; Global trade; Population growth; Staple crops; Water scarcity; Population statistics; fresh water; water; crop plant; food consumption; food security; global trade; import; population growth; resource scarcity; self sufficiency; United Nations; water availability; Article; barley; cassava; catering service; cereal; crop; crop production; environmental impact; maize; millet; nonhuman; oat; population; population growth; potato; priority journal; rice; rye; sorghum; soybean; sweet potato; United Nations; water availability; water supply; yam",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85061031448
"Nguyen V.K., Dumaresq D., Pittock J.","57074389500;6506456914;35293344900;","Impacts of rice intensification on rural households in the Mekong Delta: emerging relationships between agricultural production, wild food supply and food consumption",2018,"Food Security","10","6",,"1615","1629",,31,"10.1007/s12571-018-0848-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055877031&doi=10.1007%2fs12571-018-0848-6&partnerID=40&md5=a31add608eb3af9c10d870827d5acd4a","Agricultural intensification; Food security; Poverty; Rice; Wild food","agricultural intensification; agricultural land; agricultural production; crop production; dry season; flood; flood control; food availability; food consumption; food security; food supply; rice; rural area; wet season; Mekong Delta; Viet Nam; Animalia",Article,"Final","",Scopus,2-s2.0-85055877031
"Bandumula N.","54983546300;","Rice Production in Asia: Key to Global Food Security",2018,"Proceedings of the National Academy of Sciences India Section B - Biological Sciences","88","4",,"1323","1328",,336,"10.1007/s40011-017-0867-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055938669&doi=10.1007%2fs40011-017-0867-7&partnerID=40&md5=34ae007cafbb6f944628f893dbe4d389","Asia; Exports; Food security; Rice",,Article,"Final","",Scopus,2-s2.0-85055938669
"Abokyi E., Folmer H., Asiedu K.F.","57204030170;7003340413;57213294972;","Public buffer stocks as agricultural output price stabilization policy in Ghana",2018,"Agriculture and Food Security","7","1","69","","",,21,"10.1186/s40066-018-0221-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054145958&doi=10.1186%2fs40066-018-0221-1&partnerID=40&md5=6d302f6cbb1d1a7e74df156d1125faec","Agricultural output; Augmented Dicky-Fuller test; Buffer stock; Coefficient of variation; Ghana; Price stabilization policy; Price volatility",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85054145958
"Soullier G., Moustier P.","57203261089;6507878535;","Impacts of contract farming in domestic grain chains on farmer income and food insecurity. Contrasted evidence from Senegal",2018,"Food Policy","79",,,"179","198",,82,"10.1016/j.foodpol.2018.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051054542&doi=10.1016%2fj.foodpol.2018.07.004&partnerID=40&md5=6a3c3ef819bbc6692c7a7b83e1e34787","Africa; Contract farming; Food insecurity; Rice; Senegal; Value chain","agricultural price; agricultural worker; contract farming; crop production; food policy; food quality; food security; income; modernization; rice; Senegal",Article,"Final","",Scopus,2-s2.0-85051054542
"Aragie E., Pauw K., Pernechele V.","57201390297;36728153000;57201391714;","Achieving food security and industrial development in Malawi: Are export restrictions the solution?",2018,"World Development","108",,,"1","15",,28,"10.1016/j.worlddev.2018.03.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044608451&doi=10.1016%2fj.worlddev.2018.03.020&partnerID=40&md5=55b6ff60e6448237710b8210ac9cc200","CGE modelling; Export restrictions; Malawi; Trade policy","agricultural production; cash cropping; developing world; export; food security; industrial development; modeling; trade policy; Malawi; Zea mays",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85044608451
"Tigchelaar M., Battisti D.S., Naylor R.L., Ray D.K.","55284682500;7003971889;7102988281;7202181543;","Future warming increases probability of globally synchronized maize production shocks",2018,"Proceedings of the National Academy of Sciences of the United States of America","115","26",,"6644","6649",,395,"10.1073/pnas.1718031115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049046224&doi=10.1073%2fpnas.1718031115&partnerID=40&md5=024ba69eb19d4c7b3fad691727f0e643","Climate change; Food security; Price volatility","Article; climate; correlational study; crop production; environmental temperature; food security; greenhouse effect; heat tolerance; irrigation (agriculture); maize; plant breeding; priority journal; seasonal variation; temperature sensitivity; catering service; commercial phenomena; economics; food grain; forecasting; growth, development and aging; heat; human; marketing; poverty; statistics and numerical data; supply and distribution; vulnerable population; Commerce; Edible Grain; Food Supply; Forecasting; Global Warming; Hot Temperature; Humans; Marketing; Plant Breeding; Poverty; Vulnerable Populations; Zea mays",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85049046224
"Timsina J., Wolf J., Guilpart N., van Bussel L.G.J., Grassini P., van Wart J., Hossain A., Rashid H., Islam S., van Ittersum M.K.","8766956200;60081956200;55037430700;36022156800;15839466900;55633320700;58253188700;59817962400;57210521044;56580453600;","Can Bangladesh produce enough cereals to meet future demand?",2018,"Agricultural Systems","163",,,"36","44",,125,"10.1016/j.agsy.2016.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006721148&doi=10.1016%2fj.agsy.2016.11.003&partnerID=40&md5=4d8b00dc892eaff7e3a091576b8e13bd","Cropland area; Food security; Land use change scenarios; Self-sufficiency ratio; Yield gap; Yield potential","agricultural land; cash cropping; cereal; crop production; crop yield; demand analysis; food security; future prospect; land use change; population growth; self sufficiency; Bangladesh; Triticum aestivum; Zea mays",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85006721148
